TransactionId|AccountId|TransactionDate|TransactionType|TransactionCurrency|TransactionAmount|TransactionNarrative|ReversalIndicator|MID|CardType
f4210b40-05b7-c80a-02fd-0d4d9c0b8f81|ce7bbc37-32f9-9ceb-97e0-90fbed8c24cd|08/04/2025|Transfer|TMT|329.95|dicta|N|dpeghbyt8fo6nsz|Visa
74b3e784-3607-3fbf-5ba7-02d9c3f03ec5|82017687-36a6-fecc-b404-5618cad2ad72|01/04/2025|Credit|PHP|237.84|explicabo|N|gxq7sl3bnetog3l|Amex
4a2c83cd-f449-4f2b-3422-c8fe64755514|dea53f4f-dd98-41bc-35dc-523e153c39ed|24/03/2025|Transfer|MAD|61.68|dolores|N|3ov5ia91k8m6pu3|Visa
7270b73c-d3c3-f8e7-0548-7d13b3819af1|88431a14-bf01-6316-67ac-dbcc3f65d17f|07/04/2025|Credit|AMD|258.72|doloribus|N|xo1zqjmw2dk5gyr|Visa
6dc26d7b-287f-d9da-ee37-a8ec4f06227e|42aa2975-d6f2-69a8-16f6-627d5ac78fcc|15/03/2025|Debit|PYG|224.16|ex|N|0dq08r6rnc1o6f6|Discover
963ea871-2d47-afa3-c918-2b04037128d7|93fa320b-f502-94c5-ffa7-dca46e046ad1|21/03/2025|Debit|MZN|141.76|amet|N|bcj1p3fmlzdj7en|Mastercard
ae83a1eb-7f84-10ee-7b90-14b5d26ab9d3|c8c01cfe-da75-633c-ba42-65b438436fd0|24/03/2025|Transfer|EGP|39.79|rerum|N|8kgzv05nj4znyo0|Discover
335a6118-dcd9-f62d-d731-3b1dd7ca3fce|2de367f7-cc2b-0065-5d2c-bd40430637b4|30/03/2025|Debit|CVE|70.08|sit|N|7h3bb8g6iynjfxf|Visa
bffe2a00-db84-08e6-4903-7433acf1941e|eed961e3-f08b-12b6-07b8-4ab6baea437e|23/03/2025|Transfer|BAM|325.83|rem|N|upxnl145z6japcy|Amex
7c48d599-220d-3d94-1d73-98318abcbfa8|7cfc50ee-e80b-67d2-dd24-8ac5eb05504d|07/04/2025|Transfer|PYG|49.95|quia|N|fwrv95zuxoma4t9|Amex
b7269914-bdbb-345c-37a2-c93f5ab01a64|dfcc2e40-dfe6-a342-383a-ed123ddec608|20/03/2025|Debit|AZN|126.6|enim|N|77bxxzukx40zlet|Mastercard
a661065b-1fb2-a3c3-2d71-704211f14ce0|dbab5b08-84a7-03c0-0c2b-cb28e25c8c57|02/04/2025|Transfer|SYP|197.29|quia|N|9p2utzbu7nq3oqu|Mastercard
811c4aa6-d74c-fd91-4a9f-9db1c808cdc0|e0848892-2cf2-34e4-42ec-6ee36a075315|28/03/2025|Debit|LAK|304.63|dolor|N|figngs9nf3vsqsx|Discover
389122bc-b869-d9c0-ca3b-ef54581279ea|14aeacce-a86c-5691-d9dc-b4626ba27a51|10/04/2025|Credit|SRD|160.47|cupiditate|N|a3jouykkhep14x9|Mastercard
4ea41bf2-949c-2472-61bb-074445e3f0e0|991aad8f-7f08-39ea-1f4b-91ba0d552660|19/03/2025|Debit|XAF|350.69|et|N|m4n59gkl1vip5dw|Discover
a13d4f48-a05e-93eb-3df3-90a126970be1|8fbf78c5-fb6f-c023-959e-5d432ede8c8d|12/04/2025|Transfer|XPD|349.34|voluptatem|Y|lur83pcsuu8byq1|Amex
3866a2de-24bc-102b-fff1-013ef2644d7f|107a0527-c5f0-f908-1a04-c12fc80f37dd|02/04/2025|Debit|GYD|226.05|aut|N|r6h31ywc25h9juw|Discover
b666fb9c-032b-74b2-874f-1cb1124bace2|d01171a4-ec39-c957-3fc3-686a009f10f7|07/04/2025|Debit|XFU|166.48|pariatur|N|66neix32uuw7w1p|Discover
8e8bd4b7-172f-c5f1-8f64-5c6ab564390e|1f93adc6-973d-5458-b290-cec565b83077|07/04/2025|Credit|AMD|203.84|enim|N|pj0sr7fgv07t6b1|Amex
839e3083-2e1c-8245-eaa2-a51e5b986d5b|f77eb409-42c2-e675-d4c6-46ed160da0d7|26/03/2025|Credit|SEK|154.83|non|N|5kwbugrv2g1muxh|Discover
c69f84b4-b68a-41d6-1f4c-2156ff477e70|2be77d76-736a-bbc5-6870-2afb9f469996|13/04/2025|Transfer|ANG|74.65|tempore|N|vunlrb7nswoujin|Mastercard
a30cb4e9-186a-c35d-0d1e-83668422ffdf|96fc77f1-f931-c3a2-0488-804f318ee1f8|25/03/2025|Transfer|PLN|39.32|voluptate|N|uaxmdk8jd2v0mce|Amex
673d89dd-af2c-9e69-510e-afe5c8fe9b56|95187026-d09e-cc2e-ac57-3937686cceae|18/03/2025|Transfer|EEK|268.94|tempore|N|0m9ab7aihsb3lz8|Visa
ea98f6c6-6f23-3e3d-6e1e-8345b69138d9|2ee9efa0-fd22-bcaf-5491-e2a19a0a18ee|06/04/2025|Debit|GHS|86.75|quia|N|amaw2p7ivp7hg9h|Mastercard
c25ddda0-1eeb-7a10-d444-ab10733f9b88|0463a8b1-88bf-04bd-7fa3-bf4fb7bb4dc4|25/03/2025|Credit|PAB|73.33|iusto|N|lfsa8e2xqc68n4w|Amex
f32a957a-1f0c-3bdd-602a-1fdfbff381f4|e8553671-c141-f926-143e-b32b55161772|15/03/2025|Credit|BDT|251.16|quia|N|rloje4sncy5bxu1|Discover
ab15a7be-a25e-86b9-02b1-7911cdd50a91|505150a1-ff75-6072-4a56-fc7b44d0af01|13/04/2025|Credit|ANG|55.86|quaerat|N|x0td7k6wsai830q|Visa
b7aef364-0367-4d54-e086-a5bd561ddce1|e8cf8e67-6ebb-0440-f500-4b2a3906410e|21/03/2025|Debit|MGA|366.02|non|N|n8fz20pkoseu250|Visa
a9206ab8-124f-8165-1fbe-c15f62095de0|0dfdd2d9-7aac-457d-2dce-cbe65699e10f|09/04/2025|Transfer|KMF|242.73|vero|N|grvc7ilexvwehj4|Visa
5c015377-64ca-9dd2-5e9b-9446560f27ca|0e7bdb63-338a-4910-1320-4364e8e1d577|22/03/2025|Transfer|USD|108.16|dolor|N|75m2ih68ru08e62|Mastercard
c0d5b652-7d3c-db7f-7f27-3c0918a319c4|f4cea95a-94c6-cc16-f780-69b2376474cf|19/03/2025|Transfer|OMR|63.02|molestias|N|4k8azyr42dogbwu|Visa
a3a5d2b5-e7cc-1443-9abe-b7924be8384a|6b199f22-d6fe-abe8-0b02-dfc0979629a8|13/04/2025|Debit|XBD|137.95|dolor|N|3o6qakxe62lz4he|Visa
b7b38dbe-78d6-bc3e-0d45-46b55453ff96|a08054db-9e80-1d58-1f86-954a2143ab41|28/03/2025|Transfer|MRO|280.24|molestiae|Y|5txm4boq0hyyazx|Discover
5ad65fef-9b9d-94db-dff4-96238cb9f609|3c75775a-3ec0-2956-5f0b-429259581e4c|21/03/2025|Credit|BYR|94.73|consequatur|N|bcwyuu6mt7y71mw|Amex
220d8bfb-5202-b0e6-e2ec-21837988fc2e|6cbf84c5-4063-af62-eddc-18f8980c443f|19/03/2025|Credit|GMD|82.85|ut|N|ffeupq9fkdg5io2|Visa
a6bfeb24-9469-4525-1104-9862491c672c|2058632b-da0a-abdf-d8be-986227d934dc|08/04/2025|Credit|PKR|312.09|rem|N|858b241kadrs169|Mastercard
186cedf0-e6ce-a8b9-a30c-54bc8e7dce1c|a76edc04-ca11-1604-a5fd-4558ccf8348d|03/04/2025|Transfer|SZL|282.16|et|N|k2bbkr78081wlv2|Visa
150969e2-3ebe-c770-6364-2c79751c7ba3|9f3faae5-4dd1-23c0-86f6-e17b883afc46|03/04/2025|Transfer|ILS|88.97|sint|N|eoyty3i1yagejdw|Amex
e44e4084-6fec-298a-25b8-5ad7198999ae|9c180062-88fb-2abb-a1a9-52b887288b5b|29/03/2025|Transfer|PKR|366.3|quasi|N|wsdz6joxeihmvfk|Discover
58c44957-93dd-cf33-71f0-3c70e7fbb28e|0bf0bae2-a0bd-f570-b507-e60ab8ac9c24|06/04/2025|Debit|ZMK|172.67|facere|N|rzztsfhopzv4rnr|Discover
e6d2279a-544e-af91-42a2-5c973f944de9|0ef37cb3-38c5-06c2-7731-7e2af1b16597|03/04/2025|Debit|GTQ|310.17|perferendis|N|0vid9gpfkdiicd2|Discover
49545304-df51-b244-598e-878b8a259f9a|19373748-5edb-fe77-bbd5-cc990612ca2b|08/04/2025|Transfer|CHF|152.86|et|N|zn4xzxmmzlpzgne|Discover
22bfa577-5a41-3f22-108e-bb194b23d048|47949f3b-9567-e8f6-4bc3-114cd22e2415|19/03/2025|Transfer|XAU|335.68|porro|N|zr4imbqaii79dr8|Amex
f927b342-6b9c-47b3-541d-df44203491ef|ecafaba2-2633-89d5-f615-1476cbcb499c|25/03/2025|Transfer|XDR|352.89|eos|N|6foo7jsqsmil9tk|Mastercard
216ef29e-2e90-349e-ed3e-af259bbeb512|3523401c-5c9d-2018-eca3-af8ec34ea8a4|12/04/2025|Transfer|NGN|237.04|animi|N|6gxmvyh1lwxdcxb|Amex
52081a8c-3168-3a6a-32af-83dec82e31b1|05c489b1-5019-3a07-fa2d-25add5d419ae|12/04/2025|Credit|MOP|51.35|nihil|N|9oykffmbr58iflv|Mastercard
c770fa67-d318-e5dc-58c1-878c2e908680|2c003794-03ac-8a1d-37d0-7f911b66da2f|04/04/2025|Credit|GHS|302.89|velit|Y|vzepqqm618y08s7|Mastercard
61ec2b5d-4fab-bd6a-086a-902632f94685|ace1f4d2-3e75-35b3-a9ab-2ae571b6cfb4|02/04/2025|Transfer|MNT|310.59|quos|Y|1h7cvrdeue6cjab|Discover
946a91fb-27f0-11ab-dc2e-7081d2e9e90d|35888d5e-eeda-c3f5-8d7b-31af0186a995|22/03/2025|Debit|NIO|5.42|laudantium|N|7ceq1b7c500dni5|Visa
c67f869c-06cc-9777-86df-2331f9b9756d|3fbfc005-1674-1901-e322-9a0b272ffc46|22/03/2025|Credit|MOP|257.29|neque|Y|wg83rtrakbmr9xj|Discover
ba87728e-bad7-a1cd-8c11-1453b2bc1446|2723d3ae-54fb-ee54-1337-511a5fff0212|26/03/2025|Debit|LRD|309.17|dolor|Y|oqtjpwncmsqgexd|Discover
e3e5ecab-ab79-3786-b8bc-b84b688b235f|f548bb1f-5866-0f4d-ff5f-ae52089052f6|18/03/2025|Debit|INR|153.71|assumenda|Y|z76744g67l2n3u3|Visa
695fa8e6-f1ca-7809-7df1-11794a89efe3|2e405509-5610-6f5f-b78a-74849547ca41|06/04/2025|Credit|BGN|155.9|iusto|N|9re4lacbjv05213|Mastercard
546ddb86-acd4-6b7c-2ad6-3f34a099b245|d70da2f7-aea8-7600-8ba4-1440b12630f5|26/03/2025|Credit|ALL|173.41|sit|N|xy4xkzgj9jft72v|Amex
e566f1c6-1d5a-e7f7-55a4-63031d8983d0|26b3e192-bdfa-49cd-fe47-cf1ec8fdcb7b|17/03/2025|Credit|AFN|19.45|dolore|N|pe6i7yeerdtbqlg|Mastercard
9552c320-e0f0-ecdf-2419-54b712feda72|4a2fc72b-9461-6121-1400-ba144604eea1|05/04/2025|Debit|GNF|91.81|magnam|N|j5spbwnpi0d7rx0|Amex
ecfeed54-0e31-de2e-abd2-542d6373dbfd|d5a81ba1-2167-3c32-2aa4-3a0a01041a14|01/04/2025|Transfer|SVC|70.03|nihil|N|n7aa1ibsrhjyayg|Discover
4d0c67cb-c951-1484-b0d0-cf32293a74f9|f2f80b28-3dde-f57d-b51c-f85bda9cf014|04/04/2025|Transfer|FJD|248.06|maxime|N|d4hqd0dmxyu31c8|Mastercard
626128db-d452-22ce-6ea6-89db72d61522|23aa1210-72fd-ca51-6d4e-69a9113e21d9|09/04/2025|Transfer|GHS|153.82|et|Y|fdmndrk4wnjzuyn|Mastercard
85b48487-94c5-ee87-6688-928137d2027b|d2a1a02f-4faf-d9e2-04da-9a7b19ce4c9c|06/04/2025|Transfer|XBC|371.85|quia|N|72w5fc68fmw3g8f|Mastercard
2f3080cd-13ad-ed0c-b548-afc839c3c27b|0ef0749c-40c8-992b-a392-4d16d7bbadf8|24/03/2025|Debit|UYU|28.02|non|N|lkh1ezis8pq65qj|Mastercard
0b8aabbd-cad0-4232-f9db-37037ff60328|c838de79-7c14-8c41-1e06-a49c7ee135fb|19/03/2025|Debit|HNL|92.07|dolor|N|7hife0i3pgny49a|Mastercard
fda22d8f-2821-5ea1-6dd9-a00329fce13c|89bf1036-bfd8-9780-8736-acd91984d955|20/03/2025|Debit|UGX|4.66|consectetur|N|czm7p4oxwmwppih|Amex
bbe54de0-1559-e5fb-b2cd-b0ff588df363|71f42d87-7620-f783-2718-7a40d39d905e|04/04/2025|Transfer|TWD|372.72|soluta|N|avb44pldkhagh85|Mastercard
f3152a61-9866-b757-f2bb-762e2634031a|265227d7-1d34-5bf2-87a1-8eff15f748a8|18/03/2025|Debit|PAB|67.68|dolore|N|9dwo7n0cbvdhtml|Visa
b28712f4-804e-e6f5-689b-a8a544613371|24a66dc0-a70a-b44c-09c2-138ab18e8006|27/03/2025|Debit|KRW|204.29|reprehenderit|N|jwpbzt8dhy2b774|Amex
20ab4ba5-67d3-440e-9a4d-d0e6199d4593|43fb55ba-fc84-e7da-75af-a1b3061d7346|03/04/2025|Credit|BSD|317.44|maiores|N|hw97t3j3rh1b6nw|Visa
229ab8e1-9a02-8953-aafd-7a209bfd6429|3aeb2256-f220-229f-eaab-e93151717234|13/04/2025|Transfer|PAB|8.07|ut|N|09734lq0wz4f938|Visa
f07e391b-2c69-5f10-8d44-b63f6e05077f|4c8557ba-bd6a-7d67-44e9-7a4e5629b6ef|25/03/2025|Credit|DOP|61.83|quis|N|euazan9nqryma6d|Visa
506f6c3e-6b6e-dc7b-2a92-df95158bdafd|b8e2f74b-dc64-29c9-b956-e0ad3791bb45|11/04/2025|Transfer|SAR|143.41|temporibus|N|aim8rw6fa3dsyfs|Amex
1e89ea00-1954-48b8-bc77-3e10bc0b793c|ef0da31b-82c2-fe42-ad8a-b89935330479|19/03/2025|Debit|MRO|91.48|nemo|N|bkmjksg8d1m458m|Amex
85a54a99-525a-4a30-d472-2ba9719a8820|7704123d-263a-f716-613f-9544f6f72578|30/03/2025|Transfer|XPT|30.1|enim|N|3v0t8cfaqsb09tz|Discover
f365f607-e8b3-2ff6-9751-78ed32f252a8|dfaeb698-4b6a-e217-8bbe-dc6b5417f062|05/04/2025|Transfer|MNT|12.88|est|N|6zc66kqo4jriyft|Amex
08b15d67-c95c-05be-1fea-b54a9095730e|07c6523e-a4eb-38de-f162-4c8a7707ddcf|22/03/2025|Transfer|PGK|66.27|praesentium|N|g5nvd8zk6bhl0yw|Visa
e092d33a-9d36-3ff4-bb34-834c84b4d2b5|2259ff28-644a-39f1-45e1-3e7662a4c66d|07/04/2025|Transfer|THB|39.03|quia|N|944dtkgmn2kpv1a|Discover
2df1d112-73ad-3074-ea0c-647bef457fda|07033db5-afd6-5bfe-4604-b8299d5eaee4|31/03/2025|Debit|XPT|59.02|accusantium|N|ele6h66o81r6o2v|Discover
2c6c1aaf-49a6-34f1-8fbf-db95bbd71437|e5ec5b48-9564-09ed-8a5b-2ce7e76f2538|18/03/2025|Credit|STN|137.27|sapiente|N|u1mmonwlx34o5f9|Amex
fa6d7896-b314-eb5d-5c4d-5447b9635716|eb9399bf-7044-6dc2-b36c-61b63706ef79|05/04/2025|Debit|BIF|298.62|nobis|N|7odkiv0904r129q|Amex
3403a83d-e732-df8f-e239-031917df6f9d|09297796-8da9-d28f-dcb8-4485f48b8163|21/03/2025|Transfer|BGN|239.17|adipisci|N|x85pjgfps7whmle|Visa
15cf79b4-1020-22f2-01a2-3bb65071af5a|59355a33-0ff6-47a2-7e37-b87e58380628|16/03/2025|Debit|XDR|104.3|excepturi|N|7e79qwawih3xepn|Mastercard
4873876b-0d1b-a8cf-f9e0-85a3c06dbadd|db7c60e8-a3ab-7346-70fd-e8c08a8d6d02|21/03/2025|Transfer|BOB|53.69|dolor|N|m3j8mfeeruvli2e|Visa
db6a8bb6-580a-d8e3-e639-5b9f0334befc|48ca8ffa-3abe-c1c4-140f-27e90dc07724|24/03/2025|Transfer|BOB|124.13|rerum|N|at5uqwdqsq0jdc2|Visa
37f374ca-e587-8789-9bd5-c83330ec6d45|79d8dd76-886f-c8f4-7a34-e4e5435099d2|10/04/2025|Transfer|SRD|304.27|voluptas|N|lj3r7c1qdm36i8s|Discover
c0cf967f-b4e7-6e0e-d771-01556427cca7|a96971c6-c199-ad8c-9c0c-a5e69ce8aee7|31/03/2025|Credit|YER|124.38|dolore|N|3359q17nss71e9l|Amex
a0592b46-dc28-2ab2-dc51-1405fe1d8023|d38595fd-b914-37fa-4ef7-a9c6a586a7a0|19/03/2025|Transfer|MZN|248.15|et|N|1zvv0gfimnnmej0|Amex
13593c68-ac43-6164-8daf-72fbe6c9aafc|b1ad45cd-a0af-94ab-8f24-7d27414a0511|17/03/2025|Debit|KES|349.59|officiis|N|lhpzs4m13lz687q|Discover
9b44014f-398c-2096-9090-f08756d62e9f|3c5ea321-6dbb-bb5b-763c-36c79d81b9dd|22/03/2025|Credit|BBD|39.07|possimus|N|4vyw307bijt66l6|Discover
8fc57cd3-3c42-1b94-52b5-52d8b17c9cba|b3278019-8f0a-aa9b-5e92-930aa09ee2a1|11/04/2025|Debit|LBP|83.18|dolor|N|g6dhavcp91rkiil|Visa
dcc1480d-f917-c3c1-9e00-c706903d5d2e|cd486116-5247-edbd-1c21-20331a4fdfa3|01/04/2025|Transfer|MOP|160.55|eum|N|df44uj1rmyhj0cp|Visa
71b24fa3-889b-9fb5-babe-a1daebcdcf59|db3c3323-6da5-dc8e-4ec8-37d90567f1fb|21/03/2025|Debit|ISK|339.33|quia|N|dhlvfpxur3stauo|Amex
b77921c5-eb14-2f28-06ab-943a8e5db63f|f00f7215-0729-4cdc-6519-d25a506881be|10/04/2025|Credit|RUB|172.26|exercitationem|N|mdpilleacr7dlun|Mastercard
917f5253-eb35-a632-b54c-7f5143759bf8|c7a930f3-eb90-fd7f-6468-72b07d5a4712|12/04/2025|Transfer|KRW|36.51|eaque|N|1pqc0mekq5fw1bg|Visa
7faa5863-3a5c-d0b0-749e-eb424bd925a1|e26c167c-44a1-14a2-f800-4ee8072a11f4|13/04/2025|Credit|HNL|45.02|quam|N|i3jsrse6a4zhn7r|Amex
322839b1-e326-bd95-5252-561435cdd710|dd9eb9d7-865d-8da9-d71d-1bd171d7c161|30/03/2025|Credit|GTQ|57.73|ut|N|talai4segb19fyq|Mastercard
